num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
781,Васильонок Вадим Вікторович,vulyk_39_40,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Сумська область,105514.0,21222.0,0.0,0.0,заступник начальника митного поста - начальник відділу митного оформлення пасажирський митного поста Конотоп Сумської митниці ДФС,52.0,90.0,0.0,0.0,99495.0,0.0,ВАЗ 21093;Opel Insignia;Toyota Highlander,Toyota Highlander,30757.0,53459.0,84216.0,126736.0,769.0,53.0,2105400.0,2.11,8291.0,0.0,8291.0,0.0,142.0
787,Васильєв Олександр Павлович,vulyk_43_15,Загальний апеляційний суд,Івано-Франківська область,231181.0,56355.0,0.0,0.0,суддя апеляційного суду Івано-Франківської області,63.0,63.0,49.0,49.0,217783.0,51079.0,Mitsubishi Outlander;Nissan Note;Москвич 2140,Mitsubishi Outlander;Nissan Note;Москвич 2140,20980.0,20980.0,41960.0,287536.0,524.0,21.0,1049000.0,1.05,18149.0,4257.0,22406.0,0.0,224.0
797,Васьков Юрій Юрійович,vulyk_4_1_15,Міністерство інфраструктури / Міністерство транспорту,Загальнодержавний регіон,624450.9,27599.5,0.0,0.0,заступник Міністра інфраструктури України,44.0,170.0,117.0,0.0,592136.0,0.0,Toyota Camry;,Toyota Avensis,20174.0,26194.0,46368.0,652050.4,504.0,26.0,1159200.0,1.16,49345.0,0.0,49345.0,0.0,331.0
805,Ващенко Костянтин Олександрович,vulyk_4_2_84,Національне агентство з питань державної служби,Загальнодержавний регіон,181250.0,103392.0,0.0,0.0,голова національного агентства з питань державної служби,34.0,172.0,0.0,350.0,181170.0,103392.0,Toyota Sienna,Toyota Rav 4,24906.0,38379.0,63285.0,284642.0,623.0,38.0,1582125.0,1.58,15098.0,8616.0,23714.0,0.0,556.0
827,Вербицька Лариса Іванівна,vulyk_43_152,Загальний апеляційний суд,Херсонська область,237427.0,1063039.1,0.0,0.0,суддя апеляційного суду Херсонської області,0.0,0.0,201.0,461.0,237427.0,0.0,,Range Rover;Porsche Panamera;Volkswagen Touareg,202671.0,0.0,202671.0,1300466.1,5067.0,0.0,5066775.0,5.07,19786.0,0.0,19786.0,0.0,662.0
851,Вигівський Максим Іванович,vulyk_3_10,Прокуратура,м. Київ,167155.0,0.0,0.0,0.0,прокурор прокуратури Дніпровського району м. Києва,65.0,0.0,0.0,0.0,77155.0,0.0,Lexus RX 350;,,0.0,41017.0,41017.0,167155.0,0.0,41.0,1025425.0,1.03,6430.0,0.0,6430.0,0.0,65.0
854,Винниченко Петро Павлович,vulyk_15_197,Загальний місцевий суд,Харківська область,233648.0,108320.0,0.0,0.0,голова Ізюмського міськрайонного суду Харківської області,106.0,83.0,0.0,0.0,233648.0,108320.0,Land Rover Range Rover,Land Rover Range Rover,36005.0,36005.0,72010.0,341968.0,900.0,36.0,1800250.0,1.8,19471.0,9027.0,28498.0,0.0,189.0
871,Вишиванюк Олег Богданович,vulyk_21_144,Прокуратура,Івано-Франківська область,145091.0,13270.0,0.0,0.0,прокурор Косівського району Івано-Франківської області,0.0,0.0,0.0,0.0,145091.0,13270.0,,Opel Vectra,53065.0,0.0,53065.0,158361.0,1327.0,0.0,1326625.0,1.33,12091.0,1106.0,13197.0,0.0,0.0
916,Воловик Сергій Володимирович,vulyk_39_132,Адміністративний місцевий суд,Сумська область,181531.0,47442.0,0.0,0.0,суддя Сумського окружного адміністративного суду,92.0,126.0,0.0,0.0,181230.0,0.0,BMW X3;,BMW X3,22832.0,22832.0,45664.0,228973.0,571.0,23.0,1141600.0,1.14,15102.0,0.0,15102.0,0.0,218.0
921,Волошенюк Ірина Євгенівна,vulyk_16_52,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Харківська область,55590.0,146465.0,0.0,0.0,заступник начальника ДПІ у Дзержинському районі м. Харкова ГУ ДФС у Харківській області,44.0,44.0,0.0,66.0,55590.0,146465.0,Toyota Rav 4,Audi Q7;Toyota Rav 4,55558.0,22549.0,78107.0,202055.0,1389.0,23.0,1952675.0,1.95,4632.0,12205.0,16837.0,0.0,154.0
932,Волік Іван Миколайович,vulyk_8_24,Вищий господарський суд,Загальнодержавний регіон,318262.0,0.0,0.0,0.0,суддя Вищого господарського суду України,332.0,0.0,0.0,0.0,282687.0,0.0,Volkswagen Touareg,,0.0,50629.0,50629.0,318262.0,0.0,51.0,1265725.0,1.27,23557.0,0.0,23557.0,0.0,332.0
936,Воробйова Олеся Сергіївна,vulyk_2_46,Прокуратура,м. Київ,76142.0,178699.0,0.0,0.0,старший прокурор прокуратури Шевченківського району м. Києва,196.0,0.0,0.0,0.0,76142.0,29478.0,Lexus RX 350,Mercedes Benz ML 320,28931.0,19055.0,47986.0,254841.0,723.0,19.0,1199650.0,1.2,6345.0,2456.0,8801.0,0.0,196.0
958,Вілкул Олександр Юрійович,chesno_2485,Верховна рада України,Загальнодержавний регіон,257599.0,2896040.0,0.0,0.0,Депутат 8-го скликання,0.0,62.0,0.0,0.0,84757.0,584651.0,"Chevrolet Express 5300 куб.см, 228 кВт, 5690 см","Volkswagen Multivan 1968 куб.см, 132 кВт, 4892 см",36499.0,33662.0,70161.0,3153639.0,912.0,34.0,1754025.0,1.75,7063.0,48721.0,55784.0,0.0,62.0
971,Вітюк Анатолій Іванович,vulyk_25_10,Міністерство внутрішніх справ,Кіровоградська область,131807.0,73291.0,0.0,0.0,начальник УМВС України в Кіровоградській області,0.0,75.0,0.0,0.0,107915.0,73291.0,Volkswagen T5,Hyundai IX-35,24720.0,19772.0,44492.0,205098.0,618.0,20.0,1112300.0,1.11,8993.0,6108.0,15101.0,0.0,75.0
974,Віхрова Вікторія Станіславівна,vulyk_41_53,Адміністративний місцевий суд,Дніпропетровська область,175287.0,76683.0,0.0,0.0,суддя Дніпропетровського окружного адміністративного суду,58.0,312.0,0.0,0.0,175287.0,76683.0,Audi Q7,,0.0,46059.0,46059.0,251970.0,0.0,46.0,1151475.0,1.15,14607.0,6390.0,20997.0,0.0,370.0
1007,Гайда Руслан Дмитрович,vulyk_4_121,Івано-Франківська міська рада,Івано-Франківська область,136745.0,209358.0,0.0,0.0,заступник міського голови Івано-Франківська з питань діяльності виконавчих органів міської ради,0.0,45.0,0.0,244.0,101322.0,14616.0,,Toyota Land Cruiser 200,40549.0,0.0,40549.0,346103.0,1014.0,0.0,1013725.0,1.01,8444.0,1218.0,9662.0,0.0,289.0
1010,Гайдаєв Юрій Олександрович,vulyk_29_146,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Загальнодержавний регіон,166021.0,665126.0,0.0,0.0,начальник спеціалізованої лабораторії з питань експертизи та досліджень міністерства доходів і зборів України,153.0,0.0,438.0,438.0,144414.0,665126.0,Audi Q7,Porsche Cayenne;,55139.0,39487.0,94626.0,831147.0,1378.0,39.0,2365650.0,2.37,12034.0,55427.0,67461.0,0.0,1029.0
1029,Галаєв Рустам Магомед-Шаріпович,vulyk_30_120,Прокуратура,Сумська область,114535.0,12702.0,0.0,0.0,заступник прокурора м. Суми Сумської області,0.0,0.0,0.0,0.0,114535.0,0.0,BMW X5,BMW X5,50743.0,50743.0,101486.0,127237.0,1269.0,51.0,2537150.0,2.54,9545.0,0.0,9545.0,0.0,0.0
1065,Гапон Ольга ВолодимиРівна,vulyk_16_45,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Харківська область,64285.0,120754.0,0.0,0.0,начальник ДПІ у Зміївському районі ГУ міндоходів у Харківській області,15.0,66.0,0.0,0.0,64285.0,69451.0,Toyota Land Cruiser Prado,Toyota Camry;,21158.0,25638.0,46796.0,185039.0,529.0,26.0,1169900.0,1.17,5357.0,5788.0,11145.0,0.0,81.0
1103,Герасимов Артур Володимирович,chesno_2417,Верховна рада України,Загальнодержавний регіон,123522.2,18000.0,0.0,11100.0,Депутат 8-го скликання,0.0,305.0,0.0,0.0,41969.9,18000.0,"Opel Vectra 2171 куб.см, 115 кВт, 443 см","BMW X5 універсал, 2079 куб.см, 200 кВт, 485 см",50743.0,0.0,50743.0,141522.2,1269.0,0.0,1268575.0,1.27,3497.0,1500.0,4997.0,11100.0,305.0
1105,Герасимчук Микола Костянтинович,vulyk_28_57,Загальний місцевий суд,Рівненська область,272155.0,39121.0,0.0,0.0,голова Рівненського міського суду Рівненської області,0.0,0.0,0.0,169.0,269830.0,39121.0,Toyota,Peugeot Partner,7551.0,57108.0,64659.0,311276.0,189.0,57.0,1616475.0,1.62,22486.0,3260.0,25746.0,0.0,169.0
1117,Гетьман Руслан Анатолійович,vulyk_57_24,Апеляційний господарський суд,Харківська область,218623.0,0.0,0.0,0.0,суддя Харківського апеляційного господарського суду,105.0,0.0,0.0,0.0,218623.0,0.0,Toyota Highlander,,0.0,43600.0,43600.0,218623.0,0.0,44.0,1090000.0,1.09,18219.0,0.0,18219.0,0.0,105.0
1128,Гирич Сергій Васильович,vulyk_18_44,Загальний місцевий суд,Львівська область,256392.0,77810.0,0.0,0.0,голова Личаківського районного суду м. Львова,0.0,0.0,0.0,0.0,237338.0,77810.0,Land Rover Freelander,Mazda 2,11188.0,34712.0,45900.0,334202.0,280.0,35.0,1147500.0,1.15,19778.0,6484.0,26262.0,0.0,0.0
1132,Гладкіх Олег Васильович,vulyk_13_191,Прокуратура,Дніпропетровська область,185453.0,0.0,0.0,0.0,перший заступник прокурора Дніпропетровської області,363.0,159.0,36.0,0.0,185318.0,0.0,BMW E64;Mercedes-Benz S-600;ГАЗ 2410;,BMW X 6,68475.0,16269.0,84744.0,185453.0,1712.0,16.0,2118600.0,2.12,15443.0,0.0,15443.0,0.0,558.0
1141,Глиняний Віктор Петрович,vulyk_51_57,Загальний апеляційний суд,м. Київ,262869.39,0.0,0.0,0.0,"суддя, секретар судової палати з розгляду кримінальних справ апеляційного суду м. Києва",72.0,0.0,234.0,0.0,262869.39,0.0,BMW X5,,0.0,69438.0,69438.0,262869.39,0.0,69.0,1735950.0,1.74,21906.0,0.0,21906.0,0.0,306.0
1150,Глущенко Євгенія Данилівна,vulyk_55_20,Загальний місцевий суд,Сумська область,489681.0,1008871.0,0.0,0.0,суддя Роменського міськрайонного суду Сумської області,32.0,0.0,0.0,0.0,238126.0,0.0,;,Volkswagen Touareg,57270.0,0.0,57270.0,1498552.0,1432.0,0.0,1431750.0,1.43,19844.0,0.0,19844.0,0.0,32.0
1157,Гнатів Андрій Ярославович,vulyk_20_36,Прокуратура,Львівська область,182521.0,22929.0,0.0,0.0,прокурор м. Львова,75.0,111.0,0.0,0.0,181734.0,22929.0,Ford Kuga Trend,Ford Kuga Trend,21167.0,21167.0,42334.0,205450.0,529.0,21.0,1058350.0,1.06,15144.0,1911.0,17055.0,0.0,186.0
